[19:38:49]: Borps picked up the item ENDER_CHEST.
[22:08:08]: Lhendy51 picked up the item JUNGLE_LOG.
[22:08:09]: Lhendy51 picked up the item JUNGLE_LOG.
[22:08:24]: Lhendy51 picked up the item JUNGLE_SAPLING.
[22:09:08]: Lhendy51 picked up the item JUNGLE_SAPLING.
[22:09:14]: Lhendy51 picked up the item JUNGLE_SAPLING.
[22:10:15]: Lhendy51 picked up the item STONE.
[22:10:18]: Lhendy51 picked up the item GRANITE.
[22:10:50]: Lhendy51 picked up the item LECTERN.
[22:10:53]: Lhendy51 picked up the item LECTERN.
[22:10:55]: Lhendy51 picked up the item LECTERN.
[22:10:57]: Lhendy51 picked up the item LECTERN.
[22:11:54]: Lhendy51 picked up the item LECTERN.
[22:11:57]: Lhendy51 picked up the item LECTERN.
[22:12:00]: Lhendy51 picked up the item LECTERN.
[22:12:02]: Lhendy51 picked up the item LECTERN.
[22:15:05]: Lhendy51 picked up the item STONE.
[22:15:27]: Lhendy51 picked up the item STONE.
[22:15:32]: Lhendy51 picked up the item CYAN_BED.
[22:15:57]: Lhendy51 picked up the item STONE.
[22:16:30]: Lhendy51 picked up the item STONE.
[22:16:59]: Lhendy51 picked up the item BREWING_STAND.
[22:17:17]: Lhendy51 picked up the item BREWING_STAND.
[22:17:17]: Lhendy51 picked up the item SANDSTONE.
[22:17:58]: Lhendy51 picked up the item STONE.
[22:18:09]: Lhendy51 picked up the item STONE.
[22:18:42]: Lhendy51 picked up the item STONE.
[22:19:05]: Lhendy51 picked up the item STONE.
[22:19:19]: Lhendy51 picked up the item STONE.
[22:19:53]: Lhendy51 picked up the item STONE.
[22:20:47]: Lhendy51 picked up the item STONE.
[22:20:55]: Lhendy51 picked up the item STONE.
[22:20:57]: Lhendy51 picked up the item STONE.
[22:20:59]: Lhendy51 picked up the item STONE.
[22:21:00]: Lhendy51 picked up the item STONE.
[22:21:02]: Lhendy51 picked up the item STONE.
[22:21:31]: Lhendy51 picked up the item GRINDSTONE.
[22:21:56]: Lhendy51 picked up the item STONE.
[22:21:57]: Lhendy51 picked up the item STONE.
[22:22:01]: Lhendy51 picked up the item STONE.
[22:22:02]: Lhendy51 picked up the item STONE.
[22:22:26]: Lhendy51 picked up the item STONE.
[22:22:27]: Lhendy51 picked up the item STONE.
[22:22:27]: Lhendy51 picked up the item STONE.
[22:22:28]: Lhendy51 picked up the item STONE.
[22:22:28]: Lhendy51 picked up the item STONE.
[22:22:28]: Lhendy51 picked up the item STONE.
[22:22:29]: Lhendy51 picked up the item STONE.
[22:23:09]: Lhendy51 picked up the item LECTERN.
[22:26:03]: Lhendy51 picked up the item LECTERN.
[22:26:11]: Lhendy51 picked up the item LECTERN.
[22:26:13]: Lhendy51 picked up the item LECTERN.
[22:26:15]: Lhendy51 picked up the item LECTERN.
[22:26:30]: Lhendy51 picked up the item LECTERN.
[22:26:42]: Lhendy51 picked up the item LECTERN.
[22:26:48]: Lhendy51 picked up the item LECTERN.
[22:26:55]: Lhendy51 picked up the item LECTERN.
[22:27:01]: Lhendy51 picked up the item LECTERN.
[22:27:05]: Lhendy51 picked up the item LECTERN.
[22:27:11]: Lhendy51 picked up the item LECTERN.
[22:27:27]: Lhendy51 picked up the item STONE.
[22:27:31]: Lhendy51 picked up the item LECTERN.
[22:27:34]: Lhendy51 picked up the item LECTERN.
[22:27:36]: Lhendy51 picked up the item LECTERN.
[22:27:50]: Lhendy51 picked up the item LECTERN.
[22:27:56]: Lhendy51 picked up the item LECTERN.
[22:27:58]: Lhendy51 picked up the item LECTERN.
[22:28:01]: Lhendy51 picked up the item LECTERN.
[22:28:17]: Lhendy51 picked up the item LECTERN.
[22:28:22]: Lhendy51 picked up the item LECTERN.
[22:28:55]: Lhendy51 picked up the item LECTERN.
[22:29:03]: Lhendy51 picked up the item LECTERN.
[22:29:07]: Lhendy51 picked up the item LECTERN.
[22:29:12]: Lhendy51 picked up the item LECTERN.
[22:29:42]: Lhendy51 picked up the item STONE.
[22:30:45]: Lhendy51 picked up the item GRINDSTONE.
[22:31:03]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:05]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:05]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:08]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:14]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:14]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:14]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:15]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:16]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:16]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:17]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:17]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:18]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:19]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:20]: Lhendy51 picked up the item JUNGLE_SAPLING.
[22:31:21]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:22]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:22]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:23]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:24]: Lhendy51 picked up the item STICK.
[22:31:27]: Lhendy51 picked up the item STICK.
[22:31:28]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:28]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:28]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:29]: Lhendy51 picked up the item JUNGLE_LOG.
[22:31:50]: Lhendy51 picked up the item STICK.
[22:31:52]: Lhendy51 picked up the item JUNGLE_SAPLING.
[22:31:54]: Lhendy51 picked up the item JUNGLE_SAPLING.
[22:31:55]: Lhendy51 picked up the item JUNGLE_SAPLING.
[22:31:59]: Lhendy51 picked up the item JUNGLE_SAPLING.
[22:32:03]: Lhendy51 picked up the item JUNGLE_SAPLING.
[22:33:43]: Lhendy51 picked up the item LECTERN.
[22:33:46]: Lhendy51 picked up the item LECTERN.
[22:33:48]: Lhendy51 picked up the item LECTERN.
[22:33:58]: Lhendy51 picked up the item STONE.
[22:34:31]: Lhendy51 picked up the item LECTERN.
[22:34:33]: Lhendy51 picked up the item LECTERN.
[22:34:41]: Lhendy51 picked up the item LECTERN.
[22:34:42]: Lhendy51 picked up the item LECTERN.
[22:34:51]: Lhendy51 picked up the item LECTERN.
[22:34:53]: Lhendy51 picked up the item LECTERN.
[22:35:18]: Lhendy51 picked up the item LECTERN.
[22:35:30]: Lhendy51 picked up the item LECTERN.
[22:35:34]: Lhendy51 picked up the item LECTERN.
[22:35:46]: Lhendy51 picked up the item LECTERN.
[22:35:51]: Lhendy51 picked up the item LECTERN.
[22:35:55]: Lhendy51 picked up the item LECTERN.
[22:35:59]: Lhendy51 picked up the item LECTERN.
[22:36:04]: Lhendy51 picked up the item LECTERN.
[22:36:08]: Lhendy51 picked up the item LECTERN.
[22:36:13]: Lhendy51 picked up the item LECTERN.
[22:36:18]: Lhendy51 picked up the item LECTERN.
[22:36:22]: Lhendy51 picked up the item LECTERN.
[22:36:25]: Lhendy51 picked up the item LECTERN.
[22:36:30]: Lhendy51 picked up the item LECTERN.
[22:36:34]: Lhendy51 picked up the item LECTERN.
[22:36:38]: Lhendy51 picked up the item LECTERN.
[22:36:42]: Lhendy51 picked up the item LECTERN.
[22:36:53]: Lhendy51 picked up the item LECTERN.
[22:36:57]: Lhendy51 picked up the item LECTERN.
[22:37:01]: Lhendy51 picked up the item LECTERN.
[22:37:07]: Lhendy51 picked up the item LECTERN.
[22:37:10]: Lhendy51 picked up the item LECTERN.
[22:37:14]: Lhendy51 picked up the item LECTERN.
[22:37:20]: Lhendy51 picked up the item LECTERN.
[22:37:24]: Lhendy51 picked up the item LECTERN.
[22:37:28]: Lhendy51 picked up the item LECTERN.
[22:37:36]: Lhendy51 picked up the item LECTERN.
[22:37:41]: Lhendy51 picked up the item LECTERN.
[22:37:46]: Lhendy51 picked up the item LECTERN.
[22:37:50]: Lhendy51 picked up the item LECTERN.
[22:37:54]: Lhendy51 picked up the item LECTERN.
[22:37:58]: Lhendy51 picked up the item LECTERN.
[22:38:04]: Lhendy51 picked up the item LECTERN.
[22:38:10]: Lhendy51 picked up the item LECTERN.
[22:38:15]: Lhendy51 picked up the item LECTERN.
[22:38:18]: Lhendy51 picked up the item LECTERN.
[22:38:27]: Lhendy51 picked up the item LECTERN.
[22:38:33]: Lhendy51 picked up the item LECTERN.
[22:38:44]: Lhendy51 picked up the item LECTERN.
[22:38:50]: Lhendy51 picked up the item LECTERN.
[22:38:54]: Lhendy51 picked up the item LECTERN.
[22:39:00]: Lhendy51 picked up the item LECTERN.
[22:39:04]: Lhendy51 picked up the item LECTERN.
[22:39:08]: Lhendy51 picked up the item LECTERN.
[22:39:13]: Lhendy51 picked up the item LECTERN.
[22:39:18]: Lhendy51 picked up the item LECTERN.
[22:39:23]: Lhendy51 picked up the item LECTERN.
[22:39:27]: Lhendy51 picked up the item LECTERN.
[22:39:32]: Lhendy51 picked up the item LECTERN.
[22:39:37]: Lhendy51 picked up the item LECTERN.
[22:39:47]: Lhendy51 picked up the item LECTERN.
[22:39:52]: Lhendy51 picked up the item LECTERN.
[22:39:55]: Lhendy51 picked up the item LECTERN.
[22:40:01]: Lhendy51 picked up the item LECTERN.
[22:40:06]: Lhendy51 picked up the item LECTERN.
[22:40:16]: Lhendy51 picked up the item LECTERN.
[22:40:20]: Lhendy51 picked up the item LECTERN.
[22:40:25]: Lhendy51 picked up the item LECTERN.
[22:40:28]: Lhendy51 picked up the item LECTERN.
[22:40:32]: Lhendy51 picked up the item LECTERN.
[22:40:36]: Lhendy51 picked up the item LECTERN.
[22:40:40]: Lhendy51 picked up the item LECTERN.
[22:40:49]: Lhendy51 picked up the item LECTERN.
[22:40:55]: Lhendy51 picked up the item LECTERN.
[22:40:59]: Lhendy51 picked up the item LECTERN.
[22:41:06]: Lhendy51 picked up the item LECTERN.
[22:41:09]: Lhendy51 picked up the item LECTERN.
[22:41:14]: Lhendy51 picked up the item LECTERN.
[22:41:16]: Lhendy51 picked up the item LECTERN.
[22:42:10]: Lhendy51 picked up the item TORCH.
[22:42:10]: Lhendy51 picked up the item STONE.
[22:42:11]: Lhendy51 picked up the item STONE.
[22:42:12]: Lhendy51 picked up the item STONE.
[22:42:12]: Lhendy51 picked up the item STONE.
[22:42:45]: Lhendy51 picked up the item STONE.
[22:42:50]: Lhendy51 picked up the item STONE.
[22:43:06]: Lhendy51 picked up the item LECTERN.
[22:43:10]: Lhendy51 picked up the item LECTERN.
[22:43:21]: Lhendy51 picked up the item STONE.
[22:43:44]: Lhendy51 picked up the item STONE.
[22:43:51]: Lhendy51 picked up the item WHITE_BED.
[22:43:56]: Lhendy51 picked up the item LIME_BED.
[22:43:57]: Lhendy51 picked up the item GREEN_BED.
[22:43:57]: Lhendy51 picked up the item CYAN_BED.
[22:44:03]: Lhendy51 picked up the item STONE.
[22:44:05]: Lhendy51 picked up the item SANDSTONE.
[22:44:06]: Lhendy51 picked up the item SANDSTONE.
[22:44:44]: Lhendy51 picked up the item CARROT.
[22:44:45]: Lhendy51 picked up the item CARROT.
[22:44:45]: Lhendy51 picked up the item CARROT.
[22:44:45]: Lhendy51 picked up the item CARROT.
[22:44:45]: Lhendy51 picked up the item CARROT.
[22:44:45]: Lhendy51 picked up the item CARROT.
[22:44:48]: Lhendy51 picked up the item CARROT.
[22:44:50]: Lhendy51 picked up the item CARROT.
[22:44:52]: Lhendy51 picked up the item CARROT.
[22:44:53]: Lhendy51 picked up the item CARROT.
[22:44:54]: Lhendy51 picked up the item CARROT.
[22:44:54]: Lhendy51 picked up the item CARROT.
[22:44:54]: Lhendy51 picked up the item CARROT.
[22:44:54]: Lhendy51 picked up the item CARROT.
[22:44:54]: Lhendy51 picked up the item CARROT.
[22:44:55]: Lhendy51 picked up the item CARROT.
[22:44:55]: Lhendy51 picked up the item CARROT.
[22:44:55]: Lhendy51 picked up the item CARROT.
[22:44:56]: Lhendy51 picked up the item TORCH.
[22:44:56]: Lhendy51 picked up the item CARROT.
[22:45:01]: Lhendy51 picked up the item CARROT.
[22:45:10]: Lhendy51 picked up the item CARROT.
[22:45:11]: Lhendy51 picked up the item CARROT.
[22:45:13]: Lhendy51 picked up the item CARROT.
[22:45:13]: Lhendy51 picked up the item CARROT.
[22:45:14]: Lhendy51 picked up the item CARROT.
[22:45:15]: Lhendy51 picked up the item CARROT.
[22:45:15]: Lhendy51 picked up the item CARROT.
[22:45:59]: Lhendy51 picked up the item LECTERN.
[22:46:04]: Lhendy51 picked up the item LECTERN.
[22:46:14]: Lhendy51 picked up the item LECTERN.
[22:46:16]: Lhendy51 picked up the item LECTERN.
[22:46:18]: Lhendy51 picked up the item LECTERN.
[22:46:38]: Lhendy51 picked up the item LECTERN.
[22:46:43]: Lhendy51 picked up the item LECTERN.
[22:46:49]: Lhendy51 picked up the item LECTERN.
[22:47:32]: Lhendy51 picked up the item STONE.
[22:49:20]: Lhendy51 picked up the item LECTERN.
[22:49:30]: Lhendy51 picked up the item LECTERN.
[22:50:06]: Lhendy51 picked up the item LECTERN.
[22:51:25]: Lhendy51 picked up the item LECTERN.
[22:51:40]: Lhendy51 picked up the item STONE.
[22:51:50]: Lhendy51 picked up the item STONE.
[22:52:00]: Lhendy51 picked up the item BARREL.
[22:52:16]: Lhendy51 picked up the item LECTERN.
[22:52:21]: Lhendy51 picked up the item LECTERN.
[22:53:07]: Lhendy51 picked up the item STONE.
[22:55:32]: Lhendy51 picked up the item LECTERN.
[22:55:34]: Lhendy51 picked up the item LECTERN.
[22:55:35]: Lhendy51 picked up the item LECTERN.
[22:55:36]: Lhendy51 picked up the item LECTERN.
[22:55:38]: Lhendy51 picked up the item LECTERN.
[22:56:30]: Lhendy51 picked up the item STONE.
[22:58:41]: Lhendy51 picked up the item STONE.
[22:58:46]: Lhendy51 picked up the item LECTERN.
[22:58:57]: Lhendy51 picked up the item LECTERN.
[22:59:09]: Lhendy51 picked up the item LECTERN.
[22:59:11]: Lhendy51 picked up the item LECTERN.
[22:59:17]: Lhendy51 picked up the item LECTERN.
[22:59:21]: Lhendy51 picked up the item LECTERN.
[22:59:25]: Lhendy51 picked up the item LECTERN.
[22:59:29]: Lhendy51 picked up the item LECTERN.
[22:59:46]: Lhendy51 picked up the item LECTERN.
[22:59:52]: Lhendy51 picked up the item LECTERN.
[22:59:56]: Lhendy51 picked up the item LECTERN.
[22:59:59]: Lhendy51 picked up the item LECTERN.
[23:00:05]: Lhendy51 picked up the item LECTERN.
[23:00:09]: Lhendy51 picked up the item LECTERN.
[23:00:14]: Lhendy51 picked up the item LECTERN.
[23:00:18]: Lhendy51 picked up the item LECTERN.
[23:00:33]: Lhendy51 picked up the item LECTERN.
[23:00:40]: Lhendy51 picked up the item LECTERN.
[23:00:45]: Lhendy51 picked up the item LECTERN.
[23:00:50]: Lhendy51 picked up the item LECTERN.
[23:00:56]: Lhendy51 picked up the item LECTERN.
[23:00:58]: Lhendy51 picked up the item LECTERN.
[23:01:02]: Lhendy51 picked up the item LECTERN.
[23:01:04]: Lhendy51 picked up the item LECTERN.
[23:01:09]: Lhendy51 picked up the item LECTERN.
[23:01:13]: Lhendy51 picked up the item LECTERN.
[23:01:34]: Lhendy51 picked up the item LECTERN.
[23:01:44]: Lhendy51 picked up the item LECTERN.
[23:01:47]: Lhendy51 picked up the item LECTERN.
[23:01:49]: Lhendy51 picked up the item LECTERN.
[23:01:56]: Lhendy51 picked up the item LECTERN.
[23:02:12]: Lhendy51 picked up the item LECTERN.
[23:02:13]: Lhendy51 picked up the item LECTERN.
[23:02:18]: Lhendy51 picked up the item LECTERN.
[23:02:28]: Lhendy51 picked up the item LECTERN.
[23:02:30]: Lhendy51 picked up the item LECTERN.
[23:02:35]: Lhendy51 picked up the item LECTERN.
[23:02:40]: Lhendy51 picked up the item LECTERN.
[23:02:50]: Lhendy51 picked up the item LECTERN.
[23:02:55]: Lhendy51 picked up the item LECTERN.
[23:02:58]: Lhendy51 picked up the item LECTERN.
[23:03:47]: Lhendy51 picked up the item STONE.
[23:06:06]: Lhendy51 picked up the item LECTERN.
[23:06:09]: Lhendy51 picked up the item LECTERN.
[23:06:13]: Lhendy51 picked up the item LECTERN.
[23:06:14]: Lhendy51 picked up the item LECTERN.
[23:06:16]: Lhendy51 picked up the item LECTERN.
[23:07:22]: Lhendy51 picked up the item LECTERN.
[23:07:26]: Lhendy51 picked up the item LECTERN.
[23:07:33]: Lhendy51 picked up the item LECTERN.
[23:07:35]: Lhendy51 picked up the item LECTERN.
[23:07:40]: Lhendy51 picked up the item LECTERN.
[23:07:45]: Lhendy51 picked up the item LECTERN.
[23:07:49]: Lhendy51 picked up the item LECTERN.
[23:07:56]: Lhendy51 picked up the item LECTERN.
[23:08:00]: Lhendy51 picked up the item LECTERN.
[23:08:06]: Lhendy51 picked up the item LECTERN.
[23:08:08]: Lhendy51 picked up the item LECTERN.
[23:08:18]: Lhendy51 picked up the item LECTERN.
[23:08:23]: Lhendy51 picked up the item LECTERN.
[23:08:30]: Lhendy51 picked up the item LECTERN.
[23:08:34]: Lhendy51 picked up the item LECTERN.
[23:08:38]: Lhendy51 picked up the item LECTERN.
[23:08:41]: Lhendy51 picked up the item LECTERN.
[23:08:45]: Lhendy51 picked up the item LECTERN.
[23:08:49]: Lhendy51 picked up the item LECTERN.
[23:08:53]: Lhendy51 picked up the item LECTERN.
[23:08:57]: Lhendy51 picked up the item LECTERN.
[23:09:01]: Lhendy51 picked up the item LECTERN.
[23:09:05]: Lhendy51 picked up the item LECTERN.
[23:09:10]: Lhendy51 picked up the item LECTERN.
[23:09:14]: Lhendy51 picked up the item LECTERN.
[23:09:21]: Lhendy51 picked up the item LECTERN.
[23:09:24]: Lhendy51 picked up the item LECTERN.
[23:09:41]: Lhendy51 picked up the item LECTERN.
[23:09:45]: Lhendy51 picked up the item LECTERN.
[23:09:55]: Lhendy51 picked up the item LECTERN.
[23:09:58]: Lhendy51 picked up the item LECTERN.
[23:10:02]: Lhendy51 picked up the item LECTERN.
[23:10:09]: Lhendy51 picked up the item LECTERN.
[23:10:50]: Lhendy51 picked up the item STONE.
[23:11:19]: Lhendy51 picked up the item STONE.
[23:11:27]: Lhendy51 picked up the item LECTERN.
[23:11:31]: Lhendy51 picked up the item LECTERN.
[23:11:34]: Lhendy51 picked up the item LECTERN.
[23:11:39]: Lhendy51 picked up the item LECTERN.
[23:11:43]: Lhendy51 picked up the item LECTERN.
[23:11:46]: Lhendy51 picked up the item STONE.
[23:12:12]: Lhendy51 picked up the item LECTERN.
[23:12:18]: Lhendy51 picked up the item LECTERN.
[23:12:23]: Lhendy51 picked up the item LECTERN.
[23:12:27]: Lhendy51 picked up the item LECTERN.
[23:12:35]: Lhendy51 picked up the item LECTERN.
[23:12:53]: Lhendy51 picked up the item LECTERN.
[23:13:24]: Lhendy51 picked up the item LECTERN.
[23:13:28]: Lhendy51 picked up the item LECTERN.
[23:13:30]: Lhendy51 picked up the item LECTERN.
[23:13:33]: Lhendy51 picked up the item LECTERN.
[23:13:37]: Lhendy51 picked up the item LECTERN.
[23:13:54]: Lhendy51 picked up the item STONE.
[23:15:17]: Lhendy51 picked up the item CARROT.
[23:18:16]: Lhendy51 picked up the item LECTERN.
[23:18:27]: Lhendy51 picked up the item STONE.
[23:18:34]: Lhendy51 picked up the item LECTERN.
[23:18:54]: Lhendy51 picked up the item LECTERN.
[23:19:15]: Lhendy51 picked up the item LECTERN.
[23:19:23]: Lhendy51 picked up the item LECTERN.
[23:19:28]: Lhendy51 picked up the item LECTERN.
[23:19:31]: Lhendy51 picked up the item LECTERN.
[23:19:36]: Lhendy51 picked up the item LECTERN.
[23:19:41]: Lhendy51 picked up the item LECTERN.
[23:19:45]: Lhendy51 picked up the item LECTERN.
[23:19:50]: Lhendy51 picked up the item LECTERN.
[23:19:54]: Lhendy51 picked up the item LECTERN.
[23:19:58]: Lhendy51 picked up the item LECTERN.
[23:20:01]: Lhendy51 picked up the item LECTERN.
[23:20:05]: Lhendy51 picked up the item LECTERN.
[23:20:16]: Lhendy51 picked up the item LECTERN.
[23:20:20]: Lhendy51 picked up the item LECTERN.
[23:20:28]: Lhendy51 picked up the item LECTERN.
[23:20:32]: Lhendy51 picked up the item LECTERN.
[23:20:36]: Lhendy51 picked up the item LECTERN.
[23:20:41]: Lhendy51 picked up the item LECTERN.
[23:20:45]: Lhendy51 picked up the item LECTERN.
[23:20:49]: Lhendy51 picked up the item LECTERN.
[23:20:52]: Lhendy51 picked up the item LECTERN.
[23:21:05]: Lhendy51 picked up the item LECTERN.
[23:21:10]: Lhendy51 picked up the item LECTERN.
[23:21:13]: Lhendy51 picked up the item LECTERN.
[23:21:18]: Lhendy51 picked up the item LECTERN.
[23:21:51]: Lhendy51 picked up the item LECTERN.
[23:21:55]: Lhendy51 picked up the item LECTERN.
[23:22:12]: Lhendy51 picked up the item LECTERN.
[23:22:17]: Lhendy51 picked up the item LECTERN.
[23:22:22]: Lhendy51 picked up the item LECTERN.
[23:22:34]: Lhendy51 picked up the item LECTERN.
[23:22:39]: Lhendy51 picked up the item LECTERN.
[23:22:44]: Lhendy51 picked up the item LECTERN.
[23:22:48]: Lhendy51 picked up the item LECTERN.
[23:22:53]: Lhendy51 picked up the item LECTERN.
[23:22:58]: Lhendy51 picked up the item LECTERN.
[23:23:02]: Lhendy51 picked up the item LECTERN.
[23:23:06]: Lhendy51 picked up the item LECTERN.
[23:23:11]: Lhendy51 picked up the item LECTERN.
[23:23:18]: Lhendy51 picked up the item LECTERN.
[23:23:25]: Lhendy51 picked up the item LECTERN.
[23:23:29]: Lhendy51 picked up the item LECTERN.
[23:23:48]: Lhendy51 picked up the item LECTERN.
[23:23:57]: Lhendy51 picked up the item LECTERN.
[23:24:02]: Lhendy51 picked up the item LECTERN.
[23:24:06]: Lhendy51 picked up the item LECTERN.
[23:24:08]: Lhendy51 picked up the item LECTERN.
[23:24:30]: Lhendy51 picked up the item STONE.
[23:28:44]: Lhendy51 picked up the item LECTERN.
[23:28:51]: Lhendy51 picked up the item LECTERN.
[23:28:54]: Lhendy51 picked up the item LECTERN.
[23:29:16]: Lhendy51 picked up the item LECTERN.
[23:29:18]: Lhendy51 picked up the item LECTERN.
[23:29:21]: Lhendy51 picked up the item LECTERN.
[23:29:31]: Lhendy51 picked up the item LECTERN.
[23:29:32]: Lhendy51 picked up the item LECTERN.
[23:29:50]: Lhendy51 picked up the item LECTERN.
[23:29:57]: Lhendy51 picked up the item LECTERN.
[23:30:11]: Lhendy51 picked up the item LECTERN.
[23:30:20]: Lhendy51 picked up the item LECTERN.
[23:30:22]: Lhendy51 picked up the item LECTERN.
[23:30:25]: Lhendy51 picked up the item LECTERN.
[23:30:33]: Lhendy51 picked up the item LECTERN.
[23:30:34]: Lhendy51 picked up the item LECTERN.
[23:30:52]: Lhendy51 picked up the item LECTERN.
[23:31:14]: Lhendy51 picked up the item LECTERN.
[23:31:15]: Lhendy51 picked up the item LECTERN.
[23:31:17]: Lhendy51 picked up the item LECTERN.
[23:32:08]: Lhendy51 picked up the item LECTERN.
[23:32:12]: Lhendy51 picked up the item LECTERN.
[23:32:17]: Lhendy51 picked up the item LECTERN.
[23:32:22]: Lhendy51 picked up the item LECTERN.
[23:32:26]: Lhendy51 picked up the item LECTERN.
[23:32:30]: Lhendy51 picked up the item LECTERN.
[23:32:34]: Lhendy51 picked up the item LECTERN.
[23:32:39]: Lhendy51 picked up the item LECTERN.
[23:32:56]: Lhendy51 picked up the item STONE.
[23:32:56]: Lhendy51 picked up the item STONE.
[23:32:58]: Lhendy51 picked up the item STONE.
[23:32:58]: Lhendy51 picked up the item STONE.
[23:33:25]: Lhendy51 picked up the item LECTERN.
[23:33:28]: Lhendy51 picked up the item TORCH.
[23:33:28]: Lhendy51 picked up the item STONE.
[23:33:28]: Lhendy51 picked up the item STONE.
[23:33:29]: Lhendy51 picked up the item STONE.
[23:33:29]: Lhendy51 picked up the item STONE.
[23:33:46]: Lhendy51 picked up the item STONE.
[23:33:56]: Lhendy51 picked up the item LECTERN.
[23:33:59]: Lhendy51 picked up the item STONE.
